Product ID,avg(Sales),avg(Profit)
FUR-ADV-10000183,130.68399810791016,-219.11599731445312
FUR-ADV-10000188,12.49500036239624,-13.380000352859497
FUR-ADV-10001283,66.6719970703125,-111.16799926757812
FUR-ADV-10001659,10.260000228881836,-15.779999732971191
FUR-ADV-10001855,10.54800033569336,-8.711999893188477
FUR-ADV-10002329,7.47599983215332,-9.534000396728516
FUR-ADV-10002601,30.959999084472656,-22.739999771118164
FUR-ADV-10002632,36.071998596191406,-48.70800018310547
FUR-ADV-10002889,77.47200012207031,-104.68800354003906
FUR-ADV-10003326,7.024499893188477,-3.6255000829696655
FUR-ADV-10004159,64.88999811808269,-95.5599988301595
FUR-ADV-10004223,15.416999816894531,-21.093000411987305
FUR-ADV-10004395,25.235999425252277,-9.813999652862549
FUR-ADV-10004718,12.07800006866455,-20.142000198364258
FUR-BAR-10001039,106.03950119018555,-151.510498046875
FUR-BAR-10002710,364.4280090332031,-546.7319946289062
FUR-BAR-10003465,142.6230010986328,-275.7569885253906
FUR-BAR-10003532,2171.159912109375,-2750.280029296875
FUR-BAR-10004553,126.3479995727539,-161.11199951171875
FUR-BEV-10002193,1248.9100341796875,-1779.77001953125
FUR-BEV-10002369,605.6099853515625,-1150.8299560546875
FUR-BEV-10003414,198.39599609375,-59.54399871826172
FUR-BO-10000002,373.67999267578125,-20.760000228881836
FUR-BO-10000008,465.156005859375,-255.86399841308594
FUR-BO-10000022,762.0750122070312,-8.475000381469727
FUR-BO-10000034,505.42498779296875,-127.45499992370605
FUR-BO-10000035,1681.4075317382812,605.72900390625
FUR-BO-10000038,796.3480021158854,-557.5320078531901
FUR-BO-10000071,510.50999959309894,123.88999938964844
FUR-BO-10000087,289.91319580078124,-51.43479986190796
FUR-BO-10000112,355.34840698242186,-11.04276008605957
FUR-BO-10000120,73.41000366210938,-30.84000015258789
FUR-BO-10000148,171.39599609375,-114.26399993896484
FUR-BO-10000155,417.25299580891925,95.05299695332845
FUR-BO-10000170,2471.5549926757812,-137.48699951171875
FUR-BO-10000175,400.69800821940106,78.5080000559489
FUR-BO-10000184,157.67999267578125,-145.86000061035156
FUR-BO-10000195,465.41249084472656,86.8125
FUR-BO-10000203,1138.0452423095703,408.3544921875
FUR-BO-10000208,185.26499938964844,-81.58499908447266
FUR-BO-10000210,1351.9673258463542,245.53966267903647
FUR-BO-10000214,291.7919921875,-393.947998046875
FUR-BO-10000243,1101.3816731770833,75.11032613118489
FUR-BO-10000259,1643.0650024414062,-140.2574920654297
FUR-BO-10000265,233.03700256347656,54.34200096130371
FUR-BO-10000268,343.18133544921875,-135.73866637547812
FUR-BO-10000269,132.38400268554688,6.850666046142578
FUR-BO-10000279,1246.6322174072266,38.06024360656738
FUR-BO-10000288,1774.5050354003906,-138.03750228881836
FUR-BO-10000311,529.739990234375,117.72000122070312
FUR-BO-10000321,446.86199951171875,-94.63799667358398
FUR-BO-10000330,411.3320007324219,-4.839200019836426
FUR-BO-10000362,262.16933186848956,-1.1398666699727376
FUR-BO-10000378,460.3199920654297,4.590000152587891
FUR-BO-10000402,394.95599365234375,21.9060001373291
FUR-BO-10000411,569.1840133666992,170.6540069580078
FUR-BO-10000425,616.572021484375,-133.66799926757812
FUR-BO-10000468,111.73399607340495,-65.09706791241963
FUR-BO-10000490,1746.1433512369792,96.86400095621745
FUR-BO-10000502,526.2120208740234,-87.73800277709961
FUR-BO-10000514,862.2239990234375,-406.84600830078125
FUR-BO-10000517,260.35198974609375,-358.0480041503906
FUR-BO-10000567,906.8587890625,-90.70880279541015
FUR-BO-10000596,1447.0862731933594,482.282995223999
FUR-BO-10000610,313.37550354003906,90.04050064086914
FUR-BO-10000616,444.31201171875,-89.02799987792969
FUR-BO-10000623,311.3999938964844,-373.67999267578125
FUR-BO-10000624,1064.8520050048828,-99.27899932861328
FUR-BO-10000636,450.1600036621094,118.16000366210938
FUR-BO-10000655,1109.050048828125,86.2020034790039
FUR-BO-10000668,1043.6533203125,14.613534291585287
FUR-BO-10000670,680.5679931640625,116.56799697875977
FUR-BO-10000676,365.4870071411133,-293.0279998779297
