Product ID,avg(Sales)
FUR-ADV-10000002,53.040000915527344
FUR-ADV-10000108,116.68999608357747
FUR-ADV-10000183,116.55600051879883
FUR-ADV-10000188,33.31999969482422
FUR-ADV-10000190,222.36000061035156
FUR-ADV-10000571,274.3499946594238
FUR-ADV-10000600,102.9000015258789
FUR-ADV-10000847,58.146000671386716
FUR-ADV-10001283,111.12000274658203
FUR-ADV-10001440,117.07799682617187
FUR-ADV-10001659,27.360000610351562
FUR-ADV-10001855,26.3700008392334
FUR-ADV-10002601,116.10000038146973
FUR-ADV-10002889,121.04999542236328
FUR-ADV-10003147,37.439999389648435
FUR-ADV-10003326,20.06999969482422
FUR-ADV-10004223,51.38999938964844
FUR-ADV-10004395,50.47200164794922
FUR-ADV-10004499,83.34999720255534
FUR-ADV-10004718,33.54999860127767
FUR-ADV-10004971,196.42500686645508
FUR-BAR-10000560,1003.02001953125
FUR-BAR-10000831,319.7699890136719
FUR-BAR-10000946,1680.104965209961
FUR-BAR-10002449,2457.0899251302085
FUR-BAR-10003532,904.6500244140625
FUR-BAR-10003576,318.29998779296875
FUR-BAR-10004434,2058
FUR-BAR-10004553,315.8699951171875
FUR-BAR-10004561,518.4000244140625
FUR-BAR-10004682,2011.9200439453125
FUR-BEV-10000326,531.1799926757812
FUR-BEV-10000388,315.75
FUR-BEV-10001048,923.760009765625
FUR-BEV-10001853,984.1799926757812
FUR-BEV-10002369,336.45001220703125
FUR-BEV-10002803,925.22998046875
FUR-BEV-10003414,495.989990234375
FUR-BEV-10004805,1842.6600341796875
FUR-BEV-10004919,1334.0249633789062
FUR-BO-10000002,1660.7999877929688
FUR-BO-10000021,243.05999755859375
FUR-BO-10000022,677.4000244140625
FUR-BO-10000035,1648.43994140625
FUR-BO-10000038,243.77999877929688
FUR-BO-10000071,302.94000244140625
FUR-BO-10000087,756.9719757080078
FUR-BO-10000112,617.0999755859375
FUR-BO-10000148,238.0500030517578
FUR-BO-10000175,366.12000274658203
FUR-BO-10000195,248.22000122070312
FUR-BO-10000203,1161.2699890136719
FUR-BO-10000208,926.3250045776367
FUR-BO-10000210,948.323974609375
FUR-BO-10000243,1386.6300048828125
FUR-BO-10000259,1095.3749694824219
FUR-BO-10000265,632.9399820963541
FUR-BO-10000268,474.79998779296875
FUR-BO-10000269,248.22000122070312
FUR-BO-10000279,1236.3299560546875
FUR-BO-10000288,1606.5499674479167
FUR-BO-10000330,241.9600067138672
FUR-BO-10000362,683.9199981689453
FUR-BO-10000378,230.16000366210938
FUR-BO-10000402,438.8399963378906
FUR-BO-10000411,840.8399963378906
FUR-BO-10000425,342.5400085449219
FUR-BO-10000468,129.54667154947916
FUR-BO-10000490,2546.4599609375
FUR-BO-10000502,1096.2749710083008
FUR-BO-10000533,493.67999267578125
FUR-BO-10000567,2034.6199951171875
FUR-BO-10000596,877.02001953125
FUR-BO-10000610,375.2999954223633
FUR-BO-10000624,680.7266438802084
FUR-BO-10000636,168.81000137329102
FUR-BO-10000666,652.3199920654297
FUR-BO-10000668,246.1199951171875
FUR-BO-10000670,567.1399943033854
FUR-BO-10000676,630.1500244140625
FUR-BO-10000684,441.8999938964844
FUR-BO-10000699,722.2799682617188
FUR-BO-10000711,425.8800048828125
FUR-BO-10000712,250.67999267578125
FUR-BO-10000728,707.2379898071289
FUR-BO-10000734,83.55999755859375
FUR-BO-10000746,293.02000427246094
FUR-BO-10000786,790.2399698893229
FUR-BO-10000847,729.5399780273438
FUR-BO-10000883,872.1300048828125
FUR-BO-10000891,826.2000122070312
FUR-BO-10000892,759.0599975585938
FUR-BO-10000895,366.8999938964844
FUR-BO-10000936,570.8999938964844
FUR-BO-10000961,437.00999450683594
FUR-BO-10000967,1641.3299560546875
FUR-BO-10000980,910.7999877929688
FUR-BO-10001003,777.9750061035156
FUR-BO-10001010,872.1300048828125
FUR-BO-10001039,958.4400227864584
FUR-BO-10001042,428.39998626708984
FUR-BO-10001067,291.3399963378906
FUR-BO-10001073,1969.2449951171875
FUR-BO-10001099,330.6400146484375
FUR-BO-10001133,2071.3499755859375
FUR-BO-10001147,469.5075035095215
FUR-BO-10001155,377.5
FUR-BO-10001165,1100.52001953125
FUR-BO-10001192,733.6800079345703
FUR-BO-10001196,1279.8450012207031
FUR-BO-10001201,329.36000569661456
FUR-BO-10001212,1322.010009765625
FUR-BO-10001216,930.5999908447266
FUR-BO-10001254,287.94000244140625
FUR-BO-10001255,731.8200073242188
FUR-BO-10001256,373.2300109863281
FUR-BO-10001287,393.88999430338544
FUR-BO-10001295,459.0600128173828
FUR-BO-10001309,617.625
FUR-BO-10001324,1567.43994140625
FUR-BO-10001326,361.8000030517578
FUR-BO-10001337,241.9600041707357
FUR-BO-10001342,347.47999572753906
FUR-BO-10001356,731.8199971516927
FUR-BO-10001358,286.739990234375
FUR-BO-10001362,822.4199829101562
FUR-BO-10001369,195.75999450683594
FUR-BO-10001370,877.02001953125
FUR-BO-10001372,2637
FUR-BO-10001385,293.5199890136719
FUR-BO-10001387,590.219970703125
FUR-BO-10001390,570.9000244140625
FUR-BO-10001392,1307.969970703125
FUR-BO-10001393,765.8550109863281
FUR-BO-10001405,416.20000712076825
FUR-BO-10001452,248.22000122070312
FUR-BO-10001461,524.6399993896484
FUR-BO-10001471,1741.7999572753906
FUR-BO-10001476,134.05333455403647
FUR-BO-10001483,288.0499954223633
FUR-BO-10001498,1098.9599609375
FUR-BO-10001501,2335.460001627604
FUR-BO-10001507,484.5199890136719
FUR-BO-10001519,348.84000396728516
FUR-BO-10001537,306.2999954223633
FUR-BO-10001541,860.7899780273438
FUR-BO-10001553,1938.1499633789062
FUR-BO-10001555,493.8000030517578
FUR-BO-10001558,340.3800048828125
FUR-BO-10001580,768.375
FUR-BO-10001585,460.114990234375
FUR-BO-10001598,668.479990641276
FUR-BO-10001608,283.9199981689453
FUR-BO-10001619,84.9800033569336
FUR-BO-10001621,605.2500152587891
FUR-BO-10001641,501.79498291015625
FUR-BO-10001646,367.456005859375
FUR-BO-10001668,1373.52001953125
FUR-BO-10001708,492.375
FUR-BO-10001721,224.90666707356772
FUR-BO-10001739,881.6639831542968
FUR-BO-10001749,1960.2299499511719
FUR-BO-10001753,423.6750030517578
FUR-BO-10001779,400.88000052315846
FUR-BO-10001781,1092.9600219726562
FUR-BO-10001798,261.9599914550781
FUR-BO-10001822,904.6499633789062
FUR-BO-10001831,582.1199849446615
FUR-BO-10001834,652.3200073242188
FUR-BO-10001835,779.5800170898438
FUR-BO-10001860,540.1000061035156
FUR-BO-10001867,228.4149932861328
FUR-BO-10001874,644.1500040690104
FUR-BO-10001875,917.0999908447266
FUR-BO-10001892,972.4499816894531
FUR-BO-10001934,1818.8999837239583
FUR-BO-10001946,581.4899978637695
FUR-BO-10001966,245.04000091552734
FUR-BO-10001969,560.0999755859375
FUR-BO-10001972,241.9600067138672
FUR-BO-10002000,1850.4449768066406
FUR-BO-10002003,1451.5000406901042
FUR-BO-10002008,163.9600067138672
FUR-BO-10002031,1166.2399800618489
FUR-BO-10002032,681.6149978637695
FUR-BO-10002084,482.4800109863281
FUR-BO-10002109,303
FUR-BO-10002133,379.5299987792969
FUR-BO-10002182,792.3600158691406
FUR-BO-10002204,953.6999740600586
FUR-BO-10002213,704.9000244140625
FUR-BO-10002214,451.6000061035156
FUR-BO-10002235,192.9600067138672
FUR-BO-10002250,343.739990234375
FUR-BO-10002277,695.1600036621094
FUR-BO-10002285,754.0499877929688
FUR-BO-10002289,311.02500915527344
FUR-BO-10002300,1583.3999786376953
FUR-BO-10002308,1111.7999877929688
FUR-BO-10002309,94.30000305175781
FUR-BO-10002318,1239.8399658203125
FUR-BO-10002324,530.9866536458334
FUR-BO-10002325,549.52001953125
FUR-BO-10002334,287.5799865722656
FUR-BO-10002346,378.2799886067708
FUR-BO-10002352,418.77333577473956
FUR-BO-10002378,187.8800048828125
FUR-BO-10002383,522.47998046875
FUR-BO-10002390,725.7000122070312
FUR-BO-10002444,780.2999877929688
FUR-BO-10002462,1652.4000244140625
FUR-BO-10002471,411.3999938964844
FUR-BO-10002510,411.4440032958984
FUR-BO-10002545,1130.913350423177
FUR-BO-10002580,1318.5
FUR-BO-10002598,301.6650085449219
FUR-BO-10002632,842.3500162760416
FUR-BO-10002679,345.5142844063895
FUR-BO-10002682,595.9199829101562
FUR-BO-10002708,909.375
FUR-BO-10002736,1174.56005859375
FUR-BO-10002740,1233.6300048828125
FUR-BO-10002766,1155.5039794921875
FUR-BO-10002782,298.9199981689453
FUR-BO-10002793,1573.9200439453125
FUR-BO-10002812,504.0899963378906
FUR-BO-10002819,735.4800109863281
FUR-BO-10002824,301.9599914550781
FUR-BO-10002852,252.05999755859375
FUR-BO-10002853,122.91000366210938
FUR-BO-10002892,881.3400268554688
FUR-BO-10002906,164.0800018310547
FUR-BO-10002916,683.9199879964193
FUR-BO-10002926,370.5299987792969
FUR-BO-10002936,247.86000442504883
FUR-BO-10002964,853.5
FUR-BO-10002968,485.04000091552734
FUR-BO-10002981,308.85999806722003
FUR-BO-10002985,399.5199890136719
FUR-BO-10002990,724.7999877929688
FUR-BO-10002992,885.8666788736979
FUR-BO-10003007,569.520009358724
FUR-BO-10003022,516.6700134277344
FUR-BO-10003028,451.2000020345052
FUR-BO-10003029,1550.52001953125
FUR-BO-10003034,321.03499603271484
FUR-BO-10003043,239.95000457763672
FUR-BO-10003086,1559.1600341796875
FUR-BO-10003103,1084.9250106811523
FUR-BO-10003106,587.0399856567383
FUR-BO-10003112,389.1600036621094
FUR-BO-10003126,1087.199951171875
FUR-BO-10003159,374.0679992675781
FUR-BO-10003185,452.7999979654948
FUR-BO-10003199,1107.199951171875
FUR-BO-10003206,881.6849670410156
